X	251157	0	3	0	0
X	251182	0	0	2	0
X	251202	2	0	0	0
X	251218	0	0	0	2
X	251896	0	0	0	1
X	251900	0	0	0	1
X	251940	1	0	0	0
X	251973	1	0	0	0
X	255029	0	0	1	0
X	265561	0	1	0	0
X	265630	1	0	0	0
X	267763	0	0	0	1
X	267819	0	0	2	0
X	279385	5	0	0	0
X	279388	0	0	5	0
X	279402	0	0	0	4
X	279598	0	2	0	2
X	290695	0	1	0	1
X	291610	0	0	3	0
X	299881	0	15	0	4
X	299905	0	11	0	2
X	299999	0	0	2	0
X	300650	1	0	0	0
X	301054	4	3	0	0
X	301213	0	0	2	0
X	301353	3	0	0	0
X	301378	3	0	0	0
X	301393	0	0	2	0
X	302110	0	0	1	0
X	302965	11	21	0	0
X	303476	0	0	3	0
X	303799	2	0	0	0
X	303963	2	0	0	0
X	303965	0	0	0	2
X	303993	0	0	0	1
X	304019	1	0	0	0
X	305038	475	0	394	0
X	305272	0	0	2	0
X	305466	0	1	0	2
X	305543	0	5	4	0
X	305617	4	0	7	0
X	306751	0	1	0	0
X	307322	0	0	49	0
X	308602	0	1	0	0
X	308610	0	0	1	0
X	308996	0	0	0	1
X	311482	0	1	5	0
X	312875	1	0	0	0
X	313732	0	0	0	1
X	314458	0	1	0	0
X	314512	1	0	0	0
X	314652	12	0	4	0
X	314662	0	20	5	0
X	314982	0	12	21	0
X	315161	1	0	0	0
X	315246	0	0	7	7
X	316551	0	0	0	1
X	317355	0	1	1	0
X	317789	0	1	0	1
X	317897	0	0	1	0
X	320908	0	46	0	27
X	321176	0	46	0	93
X	322845	0	21	0	21
X	323002	28	0	0	0
X	323015	0	0	3	21
X	323025	0	1	19	0
X	323044	0	17	0	0
X	323111	1	1	0	0
X	323381	0	0	1	0
X	325483	0	0	2	0
X	325539	0	0	2	0
X	326963	0	0	1	0
X	327100	0	1	0	0
X	334115	4	0	1	0
X	334124	0	4	0	0
X	334220	0	1	0	0
X	334400	19	0	30	0
X	334454	0	30	40	0
X	337515	0	0	0	1
X	341791	0	0	1	0
X	345034	1	0	0	0
X	347816	0	1	0	0
X	347830	0	1	0	0
X	364402	0	0	1	0
X	383453	5	0	2	0
X	385641	4	6	0	0
X	388547	1	0	0	0
X	390985	2	0	0	0
X	395998	0	0	1	0
X	400731	0	0	0	1
X	405621	0	0	1	2
X	405658	0	2	0	7
X	405889	0	7	0	15
X	405939	4	0	8	0
X	406665	2	0	0	0
X	409487	0	1	0	0
X	411762	1	0	0	1
X	412992	1	0	1	0
X	413431	0	0	0	1
X	416309	0	1	0	0
X	418547	0	0	1	0
X	418552	0	0	1	0
X	418639	0	1	0	0
X	418918	0	2	0	0
X	418969	0	0	0	1
X	419609	0	0	2	0
X	433332	0	1	0	2
X	433348	0	1	0	1
X	433361	0	0	1	2
X	433439	0	2	1	0
X	433445	0	2	0	0
X	433541	0	0	1	0
X	433572	1	0	0	0
X	436270	1	0	0	0
X	436277	0	0	1	0
X	588756	0	0	0	1
X	588773	1	0	0	0
X	791197	0	1	0	0
X	879206	0	0	1	0
X	879264	0	0	0	1
X	964639	0	0	1	0
X	964672	0	0	0	1
X	964687	0	0	1	0
X	964690	1	0	0	0
X	964786	1	0	0	0
X	964793	0	0	1	0
X	969209	0	0	1	0
X	969261	0	0	1	0
X	969283	1	0	0	0
X	969508	3	0	0	0
X	969623	0	1	0	4
X	969675	4	0	1	0
X	973463	0	1	0	0
X	990621	1	0	0	0
X	991691	0	3	0	1
X	991766	0	2	2	0
X	993930	1	0	0	0
X	994033	0	3	1	0
X	995955	0	0	2	1
X	998723	0	0	1	0
X	1008653	0	0	0	1
X	1025683	0	1	1	0
X	1027672	0	1	0	0
X	1028111	1	0	0	0
X	1137702	0	1	0	0
X	1202858	0	0	1	0
X	1214289	0	0	0	1
X	1217271	1	0	0	0
X	1242053	0	1	0	0
X	1243320	0	0	4	0
X	1243437	0	2	0	0
X	1244111	0	0	1	0
X	1272853	0	1	0	0
X	1272905	0	0	1	0
X	1273759	0	0	0	1
X	1284197	0	0	0	7
X	1319121	1	0	0	0
X	1319134	0	1	0	0
X	1331550	0	0	0	2
X	1331581	0	0	2	0
X	1331609	0	1	0	0
X	1336450	0	0	1	0
X	1338404	0	0	0	1
X	1339614	1	0	0	0
X	1340750	1	0	0	0
X	1340854	0	1	0	1
X	1341602	1	0	3	0
X	1341661	4	0	0	0
X	1341724	0	0	1	0
X	1342099	0	1	0	0
X	1342166	0	1	0	0
X	1343666	0	1	0	0
X	1344084	1	0	0	0
X	1345198	0	0	1	0
X	1345928	0	1	0	0
X	1346270	0	1	3	0
X	1346295	0	3	0	2
X	1346364	0	0	2	0
X	1346371	2	0	0	0
X	1346644	1	0	3	0
X	1347276	0	0	0	1
X	1347587	0	1	1	0
X	1349243	0	0	1	0
X	1349888	0	2	4	0
X	1350200	2	0	2	0
X	1351909	0	1	0	1
X	1352044	0	3	0	0
X	1356428	6	0	1	0
X	1356541	1	0	3	0
X	1357679	0	0	1	0
X	1358590	0	1	0	0
X	1360057	9	0	3	0
X	1360549	0	0	8	12
X	1360723	26	0	0	17
X	1361343	37	0	21	0
X	1361622	34	0	17	0
X	1361666	9	2	0	20
X	1363126	0	1	0	0
X	1363382	0	1	0	0
X	1363512	0	2	0	2
X	1363558	0	2	1	0
X	1368688	0	1	0	0
X	1378138	1	0	0	0
X	1385385	12	0	17	0
X	1385821	1	0	8	0
X	1385971	26	0	76	0
X	1389431	26	0	53	0
X	1390681	0	0	1	0
X	1391152	2	0	2	0
X	1391813	0	0	1	0
X	1392191	0	1	0	0
X	1392611	0	0	0	1
X	1393128	0	1	2	0
X	1393383	0	1	0	0
X	1393645	0	1	4	0
X	1393647	4	0	1	0
X	1394377	0	1	0	0
X	1395240	0	1	0	0
X	1395925	1	0	2	0
X	1397204	0	13	0	1
X	1398746	0	10	0	0
X	1398834	28	0	1	0
X	1398872	0	4	17	0
X	1398936	0	0	3	6
X	1398949	0	6	0	3
X	1398964	0	4	0	3
X	1398965	4	0	4	0
X	1398969	4	0	6	0
X	1399036	0	26	0	18
X	1399045	0	21	0	27
X	1399174	0	103	52	0
X	1399284	57	0	39	0
X	1399369	0	4	0	10
X	1399626	0	2	0	3
X	1399777	8	0	11	0
X	1399781	2	0	17	0
X	1399815	0	6	0	2
X	1399839	0	0	6	0
X	1399865	3	0	0	0
X	1399885	0	3	0	0
X	1399912	0	0	0	2
X	1400114	1	0	1	0
X	1400131	0	1	1	0
X	1400261	0	0	0	1
X	1400285	0	1	1	0
X	1400431	0	0	0	2
X	1400467	0	1	0	0
X	1400694	0	0	0	2
X	1400981	0	1	0	0
X	1401001	1	0	0	0
X	1401031	0	1	0	0
X	1401205	0	0	0	1
X	1401261	0	1	0	0
X	1401266	0	0	1	0
X	1401290	0	0	1	0
X	1401345	1	0	2	0
X	1401387	0	1	0	2
X	1401443	0	0	2	1
X	1401494	0	0	1	0
X	1403432	0	28	0	73
X	1403690	0	1	0	1
X	1403776	0	0	1	0
X	1403898	0	1	2	0
X	1403964	0	1	0	1
X	1404345	1	0	0	0
X	1404545	0	1	0	2
X	1404860	0	0	0	1
X	1404915	0	0	3	0
X	1404926	0	0	0	3
X	1405206	4	0	0	0
X	1405213	4	0	0	0
X	1405221	0	0	2	0
X	1405457	0	4	0	1
X	1405461	0	0	1	4
X	1405649	0	5	3	0
X	1405761	1	2	0	0
X	1405837	0	0	3	0
X	1405972	0	0	1	0
X	1405976	1	0	0	0
X	1405983	1	0	0	0
X	1406519	0	1	0	0
X	1406767	0	0	3	3
X	1407070	3	0	0	0
X	1407397	0	0	0	1
X	1407523	17	0	0	0
X	1407531	0	0	0	14
X	1407587	20	0	18	0
X	1407723	0	15	0	4
X	1407818	0	0	1	0
X	1411017	0	7	1	0
X	1411877	1	0	3	0
X	1412107	19	0	15	0
X	1412291	1	0	2	0
X	1412652	0	1	0	2
X	1412665	0	2	0	1
X	1412676	0	0	2	1
X	1412807	3	0	0	11
X	1415573	0	0	0	1
X	1415698	4	0	0	1
X	1416000	0	0	1	0
X	1419060	0	1	0	1
X	1420176	0	4	0	10
X	1420630	0	3	0	1
X	1420837	0	0	1	0
X	1421109	13	0	2	0
X	1421639	0	1	0	2
X	1423113	0	10	0	15
X	1423209	0	5	0	7
X	1423259	0	3	0	6
X	1423484	1	0	5	0
X	1424939	1	0	0	0
X	1424964	3	0	0	0
X	1425068	0	3	0	0
X	1425142	0	0	2	0
X	1425191	2	0	0	0
X	1425241	0	3	1	0
X	1425379	26	28	0	0
X	1425429	1	33	39	0
X	1425440	0	39	0	36
X	1425544	0	0	21	18
X	1425649	0	6	0	2
X	1425778	0	0	1	0
X	1425853	0	0	0	1
X	1425946	2	0	0	0
X	1425991	0	3	0	0
X	1426159	2	0	0	0
X	1426220	0	0	0	1
X	1426722	1	0	2	0
X	1426794	0	1	0	4
X	1426891	0	0	2	0
X	1427402	2	0	0	0
X	1427477	2	0	0	0
X	1427899	1	0	2	0
X	1427983	1	0	1	0
X	1428100	1	3	0	0
X	1432077	0	0	1	0
X	1432234	0	0	2	0
X	1432783	0	1	0	0
X	1434528	0	2	0	0
X	1435249	0	0	0	2
X	1435278	0	2	0	0
X	1435363	0	2	0	0
X	1436311	0	0	0	1
X	1437502	0	0	2	0
X	1438059	0	1	0	0
X	1438158	0	0	1	0
X	1438381	0	0	2	0
X	1438387	0	0	0	2
X	1438411	0	2	0	0
X	1438414	0	2	0	0
X	1439645	1	0	0	0
X	1440150	3	0	0	0
X	1441747	0	1	0	1
X	1444715	0	0	1	3
X	1445020	0	2	0	0
X	1448879	1	0	0	0
X	1451826	3	0	0	0
X	1452478	0	1	0	1
X	1452614	0	0	3	0
X	1456689	0	1	0	0
X	1456896	0	3	0	0
X	1456926	0	0	0	5
X	1457426	0	0	1	0
X	1457538	0	1	0	0
X	1458374	1	0	0	0
X	1460980	0	4	0	4
X	1461393	0	0	2	0
X	1461418	1	0	0	0
X	1461645	15	0	9	0
X	1461657	0	14	0	5
X	1461666	14	0	5	0
X	1461707	0	17	0	9
X	1461745	0	0	13	9
X	1466186	0	2	0	0
X	1466418	0	0	1	0
X	1466607	0	1	0	0
X	1467971	1	0	0	0
X	1470085	0	0	2	0
X	1471554	20	0	23	0
X	1472308	0	1	4	0
